"","Sample","Month","Day","Year","Time","lat","lon","NMEAtimeUTC","Station","CruiseID","Cast","Date","Bottle","Density00","Sigma.t00","Sbeox0ML.L","Sbeox0Mg.L","Sbeox0PS","Potemp090C","Sal00","SvCM","Sva","CStarAt0","CStarTr0","C0mS.cm","DepSM","Dz.dtM","FlECO.AFL","Sbeox0V","Par","Ph","PrDM","Scan","T090C","Latitude","Longitude","YearMonth","YearMonth_Station_Bottle","basin"
"138","Apr18_P28_10.1","Apr","07",2018,12:03:16,47.7038333333333,-122.454166666667,"Apr 07 2018  19:03:15","P28","RC001",1,"Apr 07 2018",9,1022.5911,22.5443,6.3267,9.0415,93.465,8.5829,29.0764,1477.53,529.185,-0.0813,102.0524,31.102924,10.109,0.02,0.7164,2.6627,72.9,8.059,10.195,26317,8.5838,47.70522,-122.45466,"18-Apr","18-Apr_P28_9","Central"
"139","Apr18_P28_0.1","Apr","07",2018,12:03:16,47.7038333333333,-122.454166666667,"Apr 07 2018  19:03:15","P28","RC001",1,"Apr 07 2018",12,1022.472,22.4588,6.3901,9.1321,94.6,8.7014,28.9887,1477.75,537.284,-0.0882,102.2292,31.108686,2.863,-0.009,0.549,2.6909,346,8.064,2.887,28282,8.7017,47.70548,-122.45472,"18-Apr","18-Apr_P28_12","Central"
"140","Apr18_P4_57.1","Apr","07",2018,20:03:50,48.2438333333333,-122.554666666667,"Apr 08 2018  03:03:49","P4","RC001",5,"Apr 07 2018",1,1023.0638,22.7971,4.4983,6.4285,66.754,8.6802,29.4182,1479.12,505.591,1.2823,72.5736,31.534749,57.651,-0.05,0.2427,2.0439,1e-12,7.861,58.148,5141,8.6858,48.24366,-122.55619,"18-Apr","18-Apr_P4_1","Whidbey"
"141","Apr18_P4_5.1","Apr","07",2018,20:03:50,48.2438333333333,-122.554666666667,"Apr 08 2018  03:03:49","P4","RC001",5,"Apr 07 2018",9,1019.3297,19.3038,6.8286,9.7588,100.466,9.541,25.1022,1476.2,840.02,0.2253,94.5238,27.892562,5.595,0.023,1.0668,2.8258,0.127,8.186,5.642,12275,9.5416,48.24436,-122.5574,"18-Apr","18-Apr_P4_9","Whidbey"
"142","Apr18_P4_0.1","Apr","07",2018,20:03:50,48.2438333333333,-122.554666666667,"Apr 08 2018  03:03:49","P4","RC001",5,"Apr 07 2018",12,1018.9846,18.97,6.863,9.8079,100.647,9.5216,24.6703,1475.56,872.13,0.2862,93.0948,27.441639,3.14,0.003,1.1266,2.8306,1.75,8.176,3.167,13359,9.5219,48.24462,-122.55736,"18-Apr","18-Apr_P4_12","Whidbey"
"143","Apr18_P1_0.1","Apr","07",2018,17:11:54,48.017,-122.305,"Apr 08 2018  00:11:53","P1","RC001",3,"Apr 07 2018",12,1018.8738,18.8599,6.5872,9.4138,96.208,9.3866,24.5043,1474.85,882.736,0.4366,89.6584,27.180674,2.978,-0.014,1.0297,2.7289,50.8,8.085,3.003,18841,9.3869,48.01867,-122.3063,"18-Apr","18-Apr_P1_12","Whidbey"
"144","Apr18_P22_105.1","Apr","08",2018,11:27:11,48.272,-123.019666666667,"Apr 08 2018  18:27:11","P22","RC001",7,"Apr 08 2018",1,1026.0756,25.5873,3.5582,5.085,53.362,8.1441,32.881,1482.19,240.556,0.4276,89.8609,34.416125,105.87,-0.014,0.1458,1.7318,1e-12,7.993,106.796,8581,8.1546,48.2723,-123.02118,"18-Apr","18-Apr_P22_1","Strait"
"145","Apr18_P22_5.1","Apr","08",2018,11:27:11,48.272,-123.019666666667,"Apr 08 2018  18:27:11","P22","RC001",7,"Apr 08 2018",9,1023.7255,23.7,5.9367,8.4842,88.195,8.4149,30.5219,1478.6,418.734,0.3525,91.564,32.355442,5.51,-0.016,0.33,2.5433,405,8.109,5.557,18168,8.4154,48.27283,-123.02318,"18-Apr","18-Apr_P22_9","Strait"
"146","Apr18_P22_0.1","Apr","08",2018,11:27:11,48.272,-123.019666666667,"Apr 08 2018  18:27:11","P22","RC001",7,"Apr 08 2018",11,1023.7008,23.6863,5.9469,8.4987,88.392,8.4415,30.5092,1478.64,420.017,0.3521,91.5744,32.364205,3.141,0.052,0.2726,2.5484,696,8.108,3.168,19095,8.4418,48.2729,-123.02336,"18-Apr","18-Apr_P22_11","Strait"
"147","Apr18_P8_122.1","Apr","09",2018,07:10:41,47.8975,-122.605333333333,"Apr 09 2018  14:10:41","P8","RC001",11,"Apr 09 2018",1,1024.329,23.7625,5.4832,7.836,81.551,8.4304,30.6066,1480.74,414.305,0.7144,83.6436,32.507775,122.59,-0.001,0.3366,2.3637,1e-12,8.09,123.663,8636,8.4424,47.89886,-122.60541,"18-Apr","18-Apr_P8_1","Hood"
"148","Apr18_P8_5.1","Apr","09",2018,07:10:41,47.8975,-122.605333333333,"Apr 09 2018  14:10:41","P8","RC001",11,"Apr 09 2018",10,1022.45,22.4241,6.4071,9.1563,96.016,9.23,29.0438,1479.85,540.638,0.3625,91.3373,31.585131,5.613,0.008,0.7439,2.7235,56,8.197,5.66,20206,9.2306,47.90105,-122.60634,"18-Apr","18-Apr_P8_10","Hood"
"149","Apr18_P8_0.1","Apr","09",2018,07:10:41,47.8975,-122.605333333333,"Apr 09 2018  14:10:41","P8","RC001",11,"Apr 09 2018",12,1022.4107,22.397,6.4135,9.1655,96.094,9.2314,29.0092,1479.77,543.201,0.3952,90.5933,31.551032,2.982,-0.002,0.8222,2.726,501,8.197,3.008,21323,9.2317,47.9013,-122.60646,"18-Apr","18-Apr_P8_12","Hood"
"150","Apr18_P12_120.1","Apr","09",2018,14:41:00,47.4253333333333,-123.108,"Apr 09 2018  21:41:00","P12","RC001",18,"Apr 09 2018",1,1023.8214,23.2677,2.1611,3.0885,33.615,10.5156,30.3897,1488.14,461.937,0.6874,84.2098,34.038257,120.887,-0.001,0.1536,1.2869,1e-12,7.72,121.94,8577,10.5294,47.42562,-123.10736,"18-Apr","18-Apr_P12_1","Hood"
"151","Apr18_P12_5.1","Apr","09",2018,14:41:00,47.4253333333333,-123.108,"Apr 09 2018  21:41:00","P12","RC001",18,"Apr 09 2018",9,1022.6448,22.6197,4.4412,6.347,67.595,9.8216,29.4109,1482.48,521.933,0.3409,91.8309,32.425106,5.452,-0.002,1.1433,2.0748,506,7.891,5.498,18621,9.8221,47.42616,-123.10736,"18-Apr","18-Apr_P12_9","Hood"
"152","Apr18_P12_0.1","Apr","09",2018,14:41:00,47.4253333333333,-123.108,"Apr 09 2018  21:41:00","P12","RC001",18,"Apr 09 2018",11,1021.5049,21.4906,5.3389,7.6298,81.615,10.4094,28.081,1482.97,629.987,0.6626,84.7353,31.554886,3.091,-0.002,0.3904,2.3965,1780,8.004,3.117,19935,10.4097,47.42624,-123.10738,"18-Apr","18-Apr_P12_11","Hood"
"153","Apr18_P402_52.1","Apr","09",2018,16:57:15,47.3563333333333,-123.023666666667,"Apr 09 2018  23:57:15","P402","RC001",20,"Apr 09 2018",1,1023.3102,23.0682,2.4962,3.5673,38.492,10.2203,30.0693,1485.53,479.815,1.3991,70.4842,33.434433,52.723,0,0.2194,1.4043,1e-12,7.726,53.173,4405,10.2261,47.35582,-123.02388,"18-Apr","18-Apr_P402_1","Hood"
"154","Apr18_P402_5.1","Apr","09",2018,16:57:15,47.3563333333333,-123.023666666667,"Apr 09 2018  23:57:15","P402","RC001",20,"Apr 09 2018",9,1021.2399,21.2142,5.4674,7.8135,83.915,10.6793,27.7817,1483.63,656.522,0.4591,89.1577,31.461333,5.596,0,1.8072,2.4487,90.6,7.989,5.642,11828,10.6799,47.35524,-123.02499,"18-Apr","18-Apr_P402_9","Hood"
"155","Apr18_P402_0.1","Apr","09",2018,16:57:15,47.3563333333333,-123.023666666667,"Apr 09 2018  23:57:15","P402","RC001",20,"Apr 09 2018",11,1019.7466,19.7332,6.5818,9.4061,100.601,11.025,25.9472,1482.62,798.693,0.3373,91.9128,29.826159,2.902,-0.001,0.7762,2.8314,589,8.181,2.927,13437,11.0254,47.35514,-123.02524,"18-Apr","18-Apr_P402_11","Hood"
"156","Apr18_P38_98.1","Apr","11",2018,10:39:16,47.2768333333333,-122.708666666667,"Apr 11 2018  17:39:17","P38","RC001",27,"Apr 11 2018",1,1022.881,22.4263,5.7798,8.2599,85.02,8.4349,28.9003,1478.24,541.412,1.1123,75.7243,30.857207,98.112,0.004,0.3964,2.4478,1e-12,8.074,98.959,7827,8.4443,47.27758,-122.7085,"18-Apr","18-Apr_P38_1","South"
"157","Apr18_P38_5.1","Apr","11",2018,10:39:16,47.2768333333333,-122.708666666667,"Apr 11 2018  17:39:17","P38","RC001",27,"Apr 11 2018",9,1021.9586,21.9338,8.6102,12.3049,128.979,9.3844,28.4454,1479.69,587.558,1.3425,71.4951,31.11701,5.379,0.001,14.5539,3.4772,21.8,8.552,5.424,17121,9.3849,47.27882,-122.70806,"18-Apr","18-Apr_P38_9","South"
"158","Apr18_P38_0.1","Apr","11",2018,10:39:16,47.2768333333333,-122.708666666667,"Apr 11 2018  17:39:17","P38","RC001",27,"Apr 11 2018",11,1021.9103,21.8956,9.1076,13.0157,136.577,9.4439,28.4078,1479.83,591.192,1.5365,68.1083,31.1256,3.188,0.003,17.0202,3.6519,106,8.601,3.216,18159,9.4443,47.27897,-122.70798,"18-Apr","18-Apr_P38_11","South"
"159","Apr18_P28_191.2","Apr","07",2018,12:03:16,47.7038333333333,-122.454166666667,"Apr 07 2018  19:03:15","P28","RC001",1,"Apr 07 2018",1,1023.9025,23.0256,5.795,8.2816,85.448,8.3179,29.6463,1480.26,485.246,0.9631,78.6041,31.526263,189.495,-0.018,0.2852,2.4346,1e-12,8.033,191.182,12454,8.3362,47.70468,-122.45444,"18-Apr","18-Apr_P28_1","Central"
"160","Apr18_P28_10.2","Apr","07",2018,12:03:16,47.7038333333333,-122.454166666667,"Apr 07 2018  19:03:15","P28","RC001",1,"Apr 07 2018",9,1022.5911,22.5443,6.3267,9.0415,93.465,8.5829,29.0764,1477.53,529.185,-0.0813,102.0524,31.102924,10.109,0.02,0.7164,2.6627,72.9,8.059,10.195,26317,8.5838,47.70522,-122.45466,"18-Apr","18-Apr_P28_9","Central"
"161","Apr18_P28_0.2","Apr","07",2018,12:03:16,47.7038333333333,-122.454166666667,"Apr 07 2018  19:03:15","P28","RC001",1,"Apr 07 2018",12,1022.472,22.4588,6.3901,9.1321,94.6,8.7014,28.9887,1477.75,537.284,-0.0882,102.2292,31.108686,2.863,-0.009,0.549,2.6909,346,8.064,2.887,28282,8.7017,47.70548,-122.45472,"18-Apr","18-Apr_P28_12","Central"
"162","Apr18_P4_57.2","Apr","07",2018,20:03:50,48.2438333333333,-122.554666666667,"Apr 08 2018  03:03:49","P4","RC001",5,"Apr 07 2018",1,1023.0638,22.7971,4.4983,6.4285,66.754,8.6802,29.4182,1479.12,505.591,1.2823,72.5736,31.534749,57.651,-0.05,0.2427,2.0439,1e-12,7.861,58.148,5141,8.6858,48.24366,-122.55619,"18-Apr","18-Apr_P4_1","Whidbey"
"163","Apr18_P4_5.2","Apr","07",2018,20:03:50,48.2438333333333,-122.554666666667,"Apr 08 2018  03:03:49","P4","RC001",5,"Apr 07 2018",9,1019.3297,19.3038,6.8286,9.7588,100.466,9.541,25.1022,1476.2,840.02,0.2253,94.5238,27.892562,5.595,0.023,1.0668,2.8258,0.127,8.186,5.642,12275,9.5416,48.24436,-122.5574,"18-Apr","18-Apr_P4_9","Whidbey"
"164","Apr18_P4_0.2","Apr","07",2018,20:03:50,48.2438333333333,-122.554666666667,"Apr 08 2018  03:03:49","P4","RC001",5,"Apr 07 2018",12,1018.9846,18.97,6.863,9.8079,100.647,9.5216,24.6703,1475.56,872.13,0.2862,93.0948,27.441639,3.14,0.003,1.1266,2.8306,1.75,8.176,3.167,13359,9.5219,48.24462,-122.55736,"18-Apr","18-Apr_P4_12","Whidbey"
"165","Apr18_P1_0.2","Apr","07",2018,17:11:54,48.017,-122.305,"Apr 08 2018  00:11:53","P1","RC001",3,"Apr 07 2018",12,1018.8738,18.8599,6.5872,9.4138,96.208,9.3866,24.5043,1474.85,882.736,0.4366,89.6584,27.180674,2.978,-0.014,1.0297,2.7289,50.8,8.085,3.003,18841,9.3869,48.01867,-122.3063,"18-Apr","18-Apr_P1_12","Whidbey"
"166","Apr18_P22_105.2","Apr","08",2018,11:27:11,48.272,-123.019666666667,"Apr 08 2018  18:27:11","P22","RC001",7,"Apr 08 2018",1,1026.0756,25.5873,3.5582,5.085,53.362,8.1441,32.881,1482.19,240.556,0.4276,89.8609,34.416125,105.87,-0.014,0.1458,1.7318,1e-12,7.993,106.796,8581,8.1546,48.2723,-123.02118,"18-Apr","18-Apr_P22_1","Strait"
"167","Apr18_P22_5.2","Apr","08",2018,11:27:11,48.272,-123.019666666667,"Apr 08 2018  18:27:11","P22","RC001",7,"Apr 08 2018",9,1023.7255,23.7,5.9367,8.4842,88.195,8.4149,30.5219,1478.6,418.734,0.3525,91.564,32.355442,5.51,-0.016,0.33,2.5433,405,8.109,5.557,18168,8.4154,48.27283,-123.02318,"18-Apr","18-Apr_P22_9","Strait"
"168","Apr18_P22_0.2","Apr","08",2018,11:27:11,48.272,-123.019666666667,"Apr 08 2018  18:27:11","P22","RC001",7,"Apr 08 2018",11,1023.7008,23.6863,5.9469,8.4987,88.392,8.4415,30.5092,1478.64,420.017,0.3521,91.5744,32.364205,3.141,0.052,0.2726,2.5484,696,8.108,3.168,19095,8.4418,48.2729,-123.02336,"18-Apr","18-Apr_P22_11","Strait"
