AphiaID,ScientificName,Authority,AphiaID_accepted,ScientificName_accepted,Authority_accepted,taxonRank,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,Marine,Brackish,Fresh,Terrestrial,taxonomicStatus,Unacceptreason,LSID,Citation
109470,Alexandrium,"Halim, 1960",109470,Alexandrium,"Halim, 1960",Genus,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109470,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium Halim, 1960. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=109470 on 2019-07-16"
231872,Alexandrium andersoni,"Balech, 1990",246835,Alexandrium andersonii,"Balech, 1990",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,andersoni,,1,,,0,unaccepted,zoological spelling,urn:lsid:marinespecies.org:taxname:231872,"HABs (2018). Alexandrium andersoni Balech, 1990. Accessed at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=231872 on 2019-07-16"
246835,Alexandrium andersonii,"Balech, 1990",246835,Alexandrium andersonii,"Balech, 1990",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,andersonii,,1,,,0,accepted,,urn:lsid:marinespecies.org:taxname:246835,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium andersonii Balech, 1990. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB/aphia.php?p=taxdetails&id=246835 on 2019-07-16"
233452,Alexandrium angustitabulatum,"F.J.R.Taylor, 1995",109711,Alexandrium minutum,"Halim, 1960",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,angustitabulatum,,1,,,,unaccepted,"synonym, nom. illeg.",urn:lsid:marinespecies.org:taxname:233452,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium angustitabulatum F.J.R.Taylor, 1995. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=233452 on 2019-07-16"
833063,Alexandrium australiense,"Shauna Murray, 2014",833063,Alexandrium australiense,"Shauna Murray, 2014",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,australiense,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:833063,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium australiense Shauna Murray, 2014. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=833063 on 2019-07-16"
109708,Alexandrium balechii,"(Steidinger) Balech, 1995",109708,Alexandrium balechii,"(Steidinger) Balech, 1995",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,balechii,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109708,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium balechii (Steidinger) Balech, 1995. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=109708 on 2019-07-16"
231873,Alexandrium catenella,"(Whedon & Kofoid) Balech, 1985",231873,Alexandrium catenella,"(Whedon & Kofoid) Balech, 1985",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,catenella,,1,0,0,0,accepted,,urn:lsid:marinespecies.org:taxname:231873,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium catenella (Whedon & Kofoid) Balech, 1985. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=231873 on 2019-07-16"
233472,Alexandrium excavatum,"(Braarud) Balech & Tangen, 1985",109714,Alexandrium tamarense,"(Lebour) Balech, 1995",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,excavatum,,0,0,1,,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:233472,"Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium excavatum (Braarud) Balech & Tangen, 1985. Accessed through: Moestrup, Ø.;  Akselmann-Cardella, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=233472 on 2019-07-16"
156513,Alexandrium fundyense,"Balech, 1985",231873,Alexandrium catenella,"(Whedon & Kofoid) Balech, 1985",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,fundyense,,1,,,,unaccepted,"name rejected; ""catenella"" has nomenclatural priority",urn:lsid:marinespecies.org:taxname:156513,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium fundyense Balech, 1985. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=156513 on 2019-07-16"
233440,Alexandrium hiranoi,"Kita & Fukuyo, 1988",233440,Alexandrium hiranoi,"Kita & Fukuyo, 1988",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,hiranoi,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:233440,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium hiranoi Kita & Fukuyo, 1988. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=233440 on 2019-07-16"
233448,Alexandrium ibericum,"Balech, 1985",109711,Alexandrium minutum,"Halim, 1960",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,ibericum,,,,,,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:233448,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium ibericum Balech, 1985. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=233448 on 2019-07-16"
233450,Alexandrium lusitanicum,"Balech, 1985",109711,Alexandrium minutum,"Halim, 1960",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,lusitanicum,,,,,,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:233450,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium lusitanicum Balech, 1985. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=233450 on 2019-07-16"
109711,Alexandrium minutum,"Halim, 1960",109711,Alexandrium minutum,"Halim, 1960",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,minutum,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109711,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium minutum Halim, 1960. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109711 on 2019-07-16"
231875,Alexandrium monilatum,"(J.F.Howell) Balech, 1995",231875,Alexandrium monilatum,"(J.F.Howell) Balech, 1995",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,monilatum,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:231875,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium monilatum (J.F.Howell) Balech, 1995. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=231875 on 2019-07-16"
109712,Alexandrium ostenfeldii,"(Paulsen) Balech & Tangen, 1985",109712,Alexandrium ostenfeldii,"(Paulsen) Balech & Tangen, 1985",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,ostenfeldii,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109712,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium ostenfeldii (Paulsen) Balech & Tangen, 1985. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://marinespecies.org/hab/aphia.php?p=taxdetails&id=109712 on 2019-07-16"
833012,Alexandrium pacificum,"R.W.Litaker, 2014",833012,Alexandrium pacificum,"R.W.Litaker, 2014",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,pacificum,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:833012,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium pacificum R.W.Litaker, 2014. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=833012 on 2019-07-16"
233465,Alexandrium peruvianum,"(Balech & Mendiola) Balech & Tangen, 1985",109712,Alexandrium ostenfeldii,"(Paulsen) Balech & Tangen, 1985",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,peruvianum,,1,,,0,unaccepted,heterotypic synonym,urn:lsid:marinespecies.org:taxname:233465,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium peruvianum (Balech & Mendiola) Balech & Tangen, 1985. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=233465 on 2019-07-16"
109713,Alexandrium pseudogonyaulax,"(Biecheler) Horiguchi ex Kita & Fukuyo, 1992",109713,Alexandrium pseudogonyaulax,"(Biecheler) Horiguchi ex Kita & Fukuyo, 1992",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,pseudogonyaulax,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:109713,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium pseudogonyaulax (Biecheler) Horiguchi ex Kita & Fukuyo, 1992. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109713 on 2019-07-16"
109714,Alexandrium tamarense,"(Lebour) Balech, 1995",109714,Alexandrium tamarense,"(Lebour) Balech, 1995",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,tamarense,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109714,"Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium tamarense (Lebour) Balech, 1995. Accessed through: Moestrup, Ø.;  Akselmann-Cardella, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109714 on 2019-07-16"
233473,Alexandrium tamiyavanichii,"Balech, 1994",233473,Alexandrium tamiyavanichii,"Balech, 1994",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,tamiyavanichii,,1,,0,0,accepted,,urn:lsid:marinespecies.org:taxname:233473,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium tamiyavanichii Balech, 1994. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=233473 on 2019-07-16"
109715,Alexandrium taylori,"Balech, 1994",109715,Alexandrium taylori,"Balech, 1994",Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,,taylori,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109715,"HABs (2018). Alexandrium taylori Balech, 1994. Accessed at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109715 on 2019-07-16"
591210,Alophycidae,,591210,Alophycidae,,Subclass,Chromista,Ochrophyta,Dictyochophyceae,,,,,,,,,,,accepted,,urn:lsid:marinespecies.org:taxname:591210,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alophycidae. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=591210 on 2019-07-16"
536209,Alveolata,Cavalier-Smith,536209,Alveolata,Cavalier-Smith,Infrakingdom,Chromista,,,,,,,,,,,,,accepted,,urn:lsid:marinespecies.org:taxname:536209,HABs (2019). Alveolata. Accessed at: http://marinespecies.org/hab/aphia.php?p=taxdetails&id=536209 on 2019-07-16
1308689,Amphidiniaceae,"Moestrup & Calado, 2018",1308689,Amphidiniaceae,"Moestrup & Calado, 2018",Family,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,,,,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:1308689,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidiniaceae Moestrup & Calado, 2018. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=1308689 on 2019-07-16"
1308688,Amphidiniales,"Moestrup & Calado, 2018",1308688,Amphidiniales,"Moestrup & Calado, 2018",Order,Chromista,Myzozoa,Dinophyceae,Amphidiniales,,,,,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:1308688,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidiniales. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=1308688 on 2019-07-16"
109473,Amphidinium,"Claparède & Lachmann, 1859",109473,Amphidinium,"Claparède & Lachmann, 1859",Genus,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,,,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109473,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidinium Claparède & Lachmann, 1859. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=109473 on 2019-07-16"
109723,Amphidinium carterae,"Hulburt, 1957",109723,Amphidinium carterae,"Hulburt, 1957",Species,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,,carterae,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109723,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidinium carterae Hulburt, 1957. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109723 on 2019-07-16"
547429,Amphidinium gibbosum,"(L.Maranda & Y.Shimizu) Flø Jørgensen & Shauna Murray, 2004",547429,Amphidinium gibbosum,"(L.Maranda & Y.Shimizu) Flø Jørgensen & Shauna Murray, 2004",Species,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,,gibbosum,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:547429,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidinium gibbosum (L.Maranda & Y.Shimizu) Flø Jørgensen & Shauna Murray, 2004. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab%20/aphia.php?p=taxdetails&id=547429 on 2019-07-16"
109735,Amphidinium klebsii,"Kofoid & Swezy, 1921",109735,Amphidinium klebsii,"Kofoid & Swezy, 1921",Species,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,,klebsii,,1,1,,0,accepted,,urn:lsid:marinespecies.org:taxname:109735,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidinium klebsii Kofoid & Swezy, 1921. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/HAB./aphia.php?p=taxdetails&id=109735 on 2019-07-16"
109745,Amphidinium operculatum,"Claparède & Lachmann, 1859",109745,Amphidinium operculatum,"Claparède & Lachmann, 1859",Species,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,,operculatum,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109745,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidinium operculatum Claparède & Lachmann, 1859. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109745 on 2019-07-16"
233794,Amphidinium operculatum var. gibbosum,"L.Maranda & Y.Shimizu, 1996",547429,Amphidinium gibbosum,"(L.Maranda & Y.Shimizu) Flø Jørgensen & Shauna Murray, 2004",Variety,Chromista,Myzozoa,Dinophyceae,Amphidiniales,Amphidiniaceae,Amphidinium,,operculatum,,1,,,,unaccepted,synonym,urn:lsid:marinespecies.org:taxname:233794,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidinium operculatum var. gibbosum L.Maranda & Y.Shimizu, 1996. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=233794 on 2019-07-16"
109517,Amphidoma,"Stein, 1883",109517,Amphidoma,"Stein, 1883",Genus,Chromista,Myzozoa,Dinophyceae,Dinophyceae incertae sedis,Amphidomataceae,Amphidoma,,,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:109517,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidoma Stein, 1883. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://www.marinespecies.org/hab/aphia.php?p=taxdetails&id=109517 on 2019-07-16"
729889,Amphidoma languida,"Tillmann, Salas & Elbrachter, 2012",729889,Amphidoma languida,"Tillmann, Salas & Elbrachter, 2012",Species,Chromista,Myzozoa,Dinophyceae,Dinophyceae incertae sedis,Amphidomataceae,Amphidoma,,languida,,1,,,,accepted,,urn:lsid:marinespecies.org:taxname:729889,"Guiry, M.D. & Guiry, G.M. (2018). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amphidoma languida Tillmann, Salas & Elbrachter, 2012. Accessed through: Moestrup, Ø.;  Akselmann, R.;  Fraga, S.; Hoppenrath, M.; Iwataki, M.; Komárek, J.; Larsen, J.; Lundholm, N.; Zingone, A. (Eds) (2009 onwards) IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae at: http://marinespecies.org/HAB/aphia.php?p=taxdetails&id=729889 on 2019-07-16"
