representative,taxID,taxon,rank,score,kingdom,phylum,class,order,family,genus,species
35c0a1f9b9b7f572bd062ad9aa8dce8e038f2e3b,2759,Eukaryota,superkingdom,0.981,NA,NA,NA,NA,NA,NA,NA
36a62c766befb37d7b3aba4f083b7bfea68a54a4,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
272070fc59b209fed9db15669b0a43068660c037,2759,Eukaryota,superkingdom,0.9969,NA,NA,NA,NA,NA,NA,NA
35a57126c789e312d34d6a736b1f9272036617b9,1365474,Stephanodiscaceae,family,1,NA,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,NA,NA
4be96e14448e9842498a7c9a9fcefcae2108511c,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
4dc52fdc04ae6b5ca0069b00c0ed9856e4cc23c0,33656,Phaeocystis,genus,1,NA,NA,Haptophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,NA
5301eb4d638068cb8704c9cfe251712dd4831d5d,2759,Eukaryota,superkingdom,0.9548,NA,NA,NA,NA,NA,NA,NA
6077d090242eed9c0c4a476e3357dba3c848fe92,1365474,Stephanodiscaceae,family,1,NA,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,NA,NA
62c8c2cd6fb10ed10d887c13b23d42be002bc4ff,2759,Eukaryota,superkingdom,0.9406,NA,NA,NA,NA,NA,NA,NA
8a17c79fb1ddb2dac42e79d554c750133cfe1d6f,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
a68ca700b401e06e23bdde27d4756019a1e3a0eb,33208,Metazoa,kingdom,0.9337,Metazoa,NA,NA,NA,NA,NA,NA
d21137b6a1acb9f0513ec20b4fb777f3188c446c,267566,Skeletonema dohrnii,species,NA,NA,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii
1ae9c2567bc32f1fefbfc64778e2b9dadd1174e8,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
2155adffdfd8e373c2dcb50786382a5ea4bc70e1,2759,Eukaryota,superkingdom,0.9699,NA,NA,NA,NA,NA,NA,NA
26b700ceaf3da9d503248d96541d8ae0ccab8ea9,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
308cd1bc63f89375c5178b1875156f3a526da061,2759,Eukaryota,superkingdom,0.9916,NA,NA,NA,NA,NA,NA,NA
4827ca24e375499744ac94d20287130d55a80aac,2759,Eukaryota,superkingdom,0.9567,NA,NA,NA,NA,NA,NA,NA
4ac1cd7349f8c0b1c7a2995d8cbbef8a21f46b23,2759,Eukaryota,superkingdom,0.9288,NA,NA,NA,NA,NA,NA,NA
817f93b4a1b49b96e776a617383b8879666423f5,2759,Eukaryota,superkingdom,0.9889,NA,NA,NA,NA,NA,NA,NA
8b2bbda6b6caf99f1a8207f9e235892d85bc10cc,2864,Dinophyceae,class,1,NA,NA,Dinophyceae,NA,NA,NA,NA
a9bd5e9d76fed046f553d3ad88131ca027de7647,2759,Eukaryota,superkingdom,0.9985,NA,NA,NA,NA,NA,NA,NA
ae4984a45778ca27e6bf9851be384d8bb94368cb,121148,Acartia,genus,0.9995,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,NA
b264612d43af5a13d95043e41b1ea19da2844fb9,136182,Centropages,genus,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,NA
ce3f1212b15beb12edea489fe54bc71f88d14404,2836,Bacillariophyta,phylum,0.9994,NA,Bacillariophyta,NA,NA,NA,NA,NA
d6901155dbdc146a97f8baf6ed6e2e857e17141b,204744,Synchaeta,genus,1,Metazoa,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,NA
d91e4f5a7edc004a4ac60506d91bf2a3ed5b17f1,41880,Pycnococcus provasolii,species,NA,Viridiplantae,Chlorophyta,NA,NA,Pycnococcaceae,Pycnococcus,Pycnococcus provasolii
da2b83f30d0cfbdd7a3faf5c5b4840cd5656e17f,2759,Eukaryota,superkingdom,0.9296,NA,NA,NA,NA,NA,NA,NA
2eb773a13de7887b9598bc2cb106413dbe9424d4,110520,Balanus glandula,species,NA,Metazoa,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula
6e30b18806098e3a3c49b35b22183ad8d0fa1b62,1,root,no rank,NA,NA,NA,NA,NA,NA,NA,NA
addd510d21a0e0ab961149983a2048af43a0483d,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
c0d58ad9277d3753d8e5eb21415e0f143da92365,2759,Eukaryota,superkingdom,0.9999,NA,NA,NA,NA,NA,NA,NA
fff5930c8210b4ccbcff0c08c775eaa50179fcf1,1,root,no rank,NA,NA,NA,NA,NA,NA,NA,NA
0c0c6cf91154d722fbbdd5496519acd13c0efb07,1365474,Stephanodiscaceae,family,1,NA,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,NA,NA
1e51070771b4d6208e8eb6d7529657e1ddc101aa,2759,Eukaryota,superkingdom,0.9794,NA,NA,NA,NA,NA,NA,NA
3c49432fd565e4279cf4b706a8e33dffcdc9fcfe,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
80df8c0b8875b1f007dfd2e9f43744e7dd964914,33317,Protostomia,no rank,0.9354,Metazoa,NA,NA,NA,NA,NA,NA
afb682f933748c279f83a85d95282e9d97dcb142,2759,Eukaryota,superkingdom,0.9354,NA,NA,NA,NA,NA,NA,NA
b7e3540a26d62d17eeddf23d57f0cf27f2c15db0,2759,Eukaryota,superkingdom,0.9834,NA,NA,NA,NA,NA,NA,NA
e869d4d9679887ed55940362037d42616bf713bd,121148,Acartia,genus,0.9995,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,NA
13a57eb5a3f5bdf969e8acefc4d7b33eac75e245,121148,Acartia,genus,0.9995,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,NA
69574d05362ce02e1ba5067abec4a45cab1a34c8,2836,Bacillariophyta,phylum,0.9999,NA,Bacillariophyta,NA,NA,NA,NA,NA
696e2384bd43b4225dcdb9f49ea09be6497331d6,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
4f5b0ae3b1c48af0d385ed0c3cccba1ad908b561,2836,Bacillariophyta,phylum,0.9962,NA,Bacillariophyta,NA,NA,NA,NA,NA
17585e5fc601ba25d02d211cce3435af5a395c4d,119373,Pseudocalanus newmani,species,NA,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
40aaf66335bed8305505f09ea3eeb19291556c22,2836,Bacillariophyta,phylum,0.9996,NA,Bacillariophyta,NA,NA,NA,NA,NA
4c9ddb08e45bf566bec3a51881ac857895ed3635,2759,Eukaryota,superkingdom,0.9955,NA,NA,NA,NA,NA,NA,NA
c5a54e77f9d5854b06b7bde37fa333580295f43a,2759,Eukaryota,superkingdom,0.9406,NA,NA,NA,NA,NA,NA,NA
e6d54b5769c871de0324a5036c61f08f6ec4ae54,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
b4043cc1db814323b9e2b1483375758ce4d1dc70,2759,Eukaryota,superkingdom,0.9996,NA,NA,NA,NA,NA,NA,NA
c6eb55d0819c0d2d336de1c0309d5d8de3eed0a0,2759,Eukaryota,superkingdom,0.9682,NA,NA,NA,NA,NA,NA,NA
300c75e18f93a5276fb35c46c9fa05c0eaa4b62a,2759,Eukaryota,superkingdom,0.9999,NA,NA,NA,NA,NA,NA,NA
69b4aa9c34f90d569caca6109c85f661d401ef20,407301,Karlodinium veneficum,species,NA,NA,NA,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
81c0354d62ea904600c11f40ec083079d953aec8,37858,Ostrea,genus,1,Metazoa,Mollusca,Bivalvia,Ostreoida,Ostreidae,Ostrea,NA
a4b00976722735ce4d04cea28539ecbd8ca9c7f7,2759,Eukaryota,superkingdom,0.988,NA,NA,NA,NA,NA,NA,NA
bc6b1aeae602820e9af67763214c3b38c6d34f7c,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
ee6fc812d88c4bc634a781acd9e8b81ebd11ed2d,2759,Eukaryota,superkingdom,0.9983,NA,NA,NA,NA,NA,NA,NA
6b3e71ad53ca07645be174445bccd9f009d6a509,2836,Bacillariophyta,phylum,0.9958,NA,Bacillariophyta,NA,NA,NA,NA,NA
7407b9d4fe1af0032dd57f9aa8f925d8eacef68f,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
8b74ea17f3ecb6eac5452828eaf739a4de714456,2759,Eukaryota,superkingdom,0.9354,NA,NA,NA,NA,NA,NA,NA
e235e78777107c42c32a4e8475c1a06b005336a1,2759,Eukaryota,superkingdom,0.9513,NA,NA,NA,NA,NA,NA,NA
2ee77292c4178840a971a41ffbccf33f56399c6b,2759,Eukaryota,superkingdom,0.9077,NA,NA,NA,NA,NA,NA,NA
16a4267edaf1106f04b08cda0847671c89e1efab,2759,Eukaryota,superkingdom,0.9997,NA,NA,NA,NA,NA,NA,NA
3c0c31f0e86454103d3a2757d116c670bfdebdb4,2759,Eukaryota,superkingdom,0.9976,NA,NA,NA,NA,NA,NA,NA
3d3c4c498146b4d1c110d2ca0a78dd2f851304f7,2864,Dinophyceae,class,0.9983,NA,NA,Dinophyceae,NA,NA,NA,NA
8d1074c34268cfae49b2aec756f12d79d70b0193,2759,Eukaryota,superkingdom,0.9996,NA,NA,NA,NA,NA,NA,NA
c771b9b47687cd6e9a271d96d91546cdf64773b1,2759,Eukaryota,superkingdom,0.9778,NA,NA,NA,NA,NA,NA,NA
db19900273165244fcbd111e618ca771cf320e4e,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
1300e344d75fc10420cc8d074665dbcdcf36879c,2759,Eukaryota,superkingdom,0.9987,NA,NA,NA,NA,NA,NA,NA
46bbdef7be772074184ed64fc3ab14c6761a93c2,2759,Eukaryota,superkingdom,0.9996,NA,NA,NA,NA,NA,NA,NA
ffec78c28e5c15b6df4772402444dc42dde02349,2830,Haptophyceae,class,0.9984,NA,NA,Haptophyceae,NA,NA,NA,NA
83cc1b749e31615cc118acdefdfdaea13276c126,33634,Stramenopiles,no rank,0.9999,NA,NA,NA,NA,NA,NA,NA
8404d157c89ed6005dc7e869231a663851aaaaa5,2759,Eukaryota,superkingdom,0.9992,NA,NA,NA,NA,NA,NA,NA
0049e31d1f1a7dff27221956e97de26867d2b934,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
13cd524e85db7efe70579d3532a94bd20aab1307,2759,Eukaryota,superkingdom,0.9991,NA,NA,NA,NA,NA,NA,NA
415db5137b96a0496f28133b43b7b3f46bb847e2,2759,Eukaryota,superkingdom,0.9996,NA,NA,NA,NA,NA,NA,NA
70094ff97a2889a250ed677b8df9223fe8cbaabb,2759,Eukaryota,superkingdom,0.992,NA,NA,NA,NA,NA,NA,NA
9de134547af42a6a4b0ee13b74fde4018f487b09,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
a318b5b4b76abc8a009bff4063cc65f94f68f7b6,2836,Bacillariophyta,phylum,0.9994,NA,Bacillariophyta,NA,NA,NA,NA,NA
fed07af9fa8e27ef4d563f4176ac4e077566d546,2759,Eukaryota,superkingdom,0.9996,NA,NA,NA,NA,NA,NA,NA
8cd884d30d64dde988740f8be6fbae9b2383fee5,2830,Haptophyceae,class,0.9999,NA,NA,Haptophyceae,NA,NA,NA,NA
3632507e36b0952e1c707858a3d28cf45062ca93,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
60c143a0a297ec7a9e77c7427607c13b95e356c1,2759,Eukaryota,superkingdom,0.9544,NA,NA,NA,NA,NA,NA,NA
9422e03ead34645fb79123aae2e8d505a71fc1a2,2836,Bacillariophyta,phylum,0.9998,NA,Bacillariophyta,NA,NA,NA,NA,NA
e9a2047ebeaaab9326f7977cd4b27289da3670c5,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
87ea98149ac8a05888ee6f1849d08ab65b6a34f9,2759,Eukaryota,superkingdom,0.9978,NA,NA,NA,NA,NA,NA,NA
8ddd41345b0daef9885f9273c41be7d87ec7f540,2759,Eukaryota,superkingdom,0.9687,NA,NA,NA,NA,NA,NA,NA
e612cd1d28af77c2378a9fd9f8e53f591f58f991,2759,Eukaryota,superkingdom,0.9824,NA,NA,NA,NA,NA,NA,NA
f52289802c500e180f5c3ef07e0ae198fff27df0,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
07ebf39f03455071fbc48bdde6a30ae381ebc141,121148,Acartia,genus,0.9995,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,NA
44611d2212ad8705ca4aab734054a6d624ebea72,2759,Eukaryota,superkingdom,0.988,NA,NA,NA,NA,NA,NA,NA
49f3860c3bfcdf72fae55203367fb01a5a27ca53,89963,Heterocapsa rotundata,species,NA,NA,NA,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata
5762fd6d2937fa00da6cb0a4534812541efeedfa,2759,Eukaryota,superkingdom,0.9879,NA,NA,NA,NA,NA,NA,NA
baa7674925960be46ac2381a8d9d02cf788a1f0e,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
e99d1668c1d0134c149b205d148ef407abb3e995,2759,Eukaryota,superkingdom,0.9917,NA,NA,NA,NA,NA,NA,NA
efc5e9e91794d2800c8427b8ff18c3d544b41af3,121148,Acartia,genus,0.9995,Metazoa,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,NA
3a7e89136e33e077e4b439c4e2f2bc5021cb5a2e,2864,Dinophyceae,class,0.9992,NA,NA,Dinophyceae,NA,NA,NA,NA
571202843db344430ba4f6bece494e02b9e81326,2759,Eukaryota,superkingdom,0.9999,NA,NA,NA,NA,NA,NA,NA
87d36b743aa038ef851a63d5a6c337fadcdc8b8f,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
948a0db287c69929645d5e8503a79ec348be275c,2759,Eukaryota,superkingdom,0.9998,NA,NA,NA,NA,NA,NA,NA
d13fe0eda0878f69dd4d7a95425badba6bd261ee,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
104da1e4f51329558356d4342ff547dd859b589e,2759,Eukaryota,superkingdom,0.9981,NA,NA,NA,NA,NA,NA,NA
50712d734904b1bb5ebf2f1942c167f594c013f7,324873,Oithona similis,species,1,Metazoa,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis
e7d6b00cd412a9c5e91c777cadcb7820de866de5,2759,Eukaryota,superkingdom,0.9991,NA,NA,NA,NA,NA,NA,NA
f370ba5891f800bb8ad820e8da92b85095279202,6074,Hydrozoa,class,0.9995,Metazoa,Cnidaria,Hydrozoa,NA,NA,NA,NA
1a95bfda9deba89c5460031f9aa1abe74c949931,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
51342afaf0e2588e3961f2e274b235422d32ae78,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
78b4ca890c25094121d36ac7b791ef8ce0430906,2759,Eukaryota,superkingdom,0.9884,NA,NA,NA,NA,NA,NA,NA
a4e193ec65fe0793b43ef1bac1379caf1498123c,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
ea5d4731b60baeec6fb097844ee87a92f197afba,2759,Eukaryota,superkingdom,0.9767,NA,NA,NA,NA,NA,NA,NA
f8369a552f325816430945aa3dfd9a5d8673d539,37516,Hydroidolina,subclass,0.9967,Metazoa,Cnidaria,Hydrozoa,NA,NA,NA,NA
4bf60bfb7acbc6c6cf9b076020af44e45743fa10,204744,Synchaeta,genus,1,Metazoa,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,NA
a70bab44796e190d5b81ce48ee3d7b579add02c0,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
a8c237b2c7d6b95c43e6536333d8fdfbf88bf57a,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
1b3c6c0174877e1ea3838575c420e7e03d3601a7,10191,Monogononta,class,1,Metazoa,Rotifera,Monogononta,NA,NA,NA,NA
4c64f424651b2eee401dacaf86e5696f1dd0c719,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
5b754a9a4a152593695711f631261098d9a2a7c2,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
a6e4b8a5683ca56d252c54cdfd6767f249e96b8f,2864,Dinophyceae,class,0.9074,NA,NA,Dinophyceae,NA,NA,NA,NA
66a4c063dc822f654f55555357d66814abc6af08,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
1d0feeb28407e7cc72277f0486ab8cef519630d3,2836,Bacillariophyta,phylum,0.9977,NA,Bacillariophyta,NA,NA,NA,NA,NA
bf4d75ae87a9d355a92c810de0ee9f323ec1483f,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
f3b9984ad33788b2cc19a38aefaa2bc14fec7067,33634,Stramenopiles,no rank,0.9794,NA,NA,NA,NA,NA,NA,NA
a5d340170f1b41c286407962b1b0c7f5fecd02f4,2759,Eukaryota,superkingdom,0.9831,NA,NA,NA,NA,NA,NA,NA
c77678ba55303523ebfb97073b6920fb80c7b9db,2759,Eukaryota,superkingdom,0.9955,NA,NA,NA,NA,NA,NA,NA
e7c45372bf83e10da3f7a2be79fe8eedef222644,2759,Eukaryota,superkingdom,0.9999,NA,NA,NA,NA,NA,NA,NA
0176d888a6053f2b3b29dbcd07163adb672e16d8,33634,Stramenopiles,no rank,0.9766,NA,NA,NA,NA,NA,NA,NA
0a49483133e51146bdd83743e4becbf75fe4700c,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
3165737a53e1ca16d98fc29f94e4c8a2f5f5618d,2759,Eukaryota,superkingdom,0.9709,NA,NA,NA,NA,NA,NA,NA
40854a33df3c8477f132f3b34d9ffb8e4d586f2e,2759,Eukaryota,superkingdom,0.9482,NA,NA,NA,NA,NA,NA,NA
5ea3e5f9f5b217b39bc303871d907b6536ed24fa,2759,Eukaryota,superkingdom,0.9917,NA,NA,NA,NA,NA,NA,NA
7aac7e0c9ed379585a661a15a8e0653a6a118af1,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
a4289b6baaabb9e61beae114c433c65eceac82c0,2759,Eukaryota,superkingdom,0.9463,NA,NA,NA,NA,NA,NA,NA
a55f760aa6a6ee0f925c0e7341fed52678435c7a,33634,Stramenopiles,no rank,0.922,NA,NA,NA,NA,NA,NA,NA
cccf695db35ac9caeedd9e09360089c98e2630c4,33634,Stramenopiles,no rank,0.922,NA,NA,NA,NA,NA,NA,NA
dfd790f9b862e6415cbc236cc53b855a976f1714,2759,Eukaryota,superkingdom,0.9978,NA,NA,NA,NA,NA,NA,NA
fe741eacccd370d7a3b2a4a7b71e706d023d05ec,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
193aca58c7ad16c60f63304c93291a2e395b0471,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
1bde88473fc2ee496e0dc0f83bea8bf8861932df,2759,Eukaryota,superkingdom,0.9999,NA,NA,NA,NA,NA,NA,NA
2e9e547edcb7340920e1b849bcac39e4f5749b3a,2759,Eukaryota,superkingdom,0.9682,NA,NA,NA,NA,NA,NA,NA
399e826c37c22bfe78da60dde174c9c1e0f98fe9,2759,Eukaryota,superkingdom,0.9035,NA,NA,NA,NA,NA,NA,NA
45289da8725aeef37dacb8298820970512191e57,2759,Eukaryota,superkingdom,0.9122,NA,NA,NA,NA,NA,NA,NA
5ae814f9ecc43cc4e84a6a87c76fac77b3ca4812,2759,Eukaryota,superkingdom,0.9987,NA,NA,NA,NA,NA,NA,NA
682fc5616896593ec3f5728c85d74deb9ab1be8f,2759,Eukaryota,superkingdom,0.9998,NA,NA,NA,NA,NA,NA,NA
6ac00f203d56255090ad6a9df316573dfb7ade1c,2759,Eukaryota,superkingdom,0.9998,NA,NA,NA,NA,NA,NA,NA
d1ab510bdc2f54bdcb5476ca04d92fc4bdbbd21c,2759,Eukaryota,superkingdom,0.9851,NA,NA,NA,NA,NA,NA,NA
d525996b1ef1fc40898a04f7e01fa150185967e8,2759,Eukaryota,superkingdom,0.9917,NA,NA,NA,NA,NA,NA,NA
f88e520eb2aa1ecc233ab3ed55e66e516219cb0d,2759,Eukaryota,superkingdom,0.9998,NA,NA,NA,NA,NA,NA,NA
3f26db2e11ebdd679026e332d60a0f5bf71756f1,2759,Eukaryota,superkingdom,0.9996,NA,NA,NA,NA,NA,NA,NA
5846d022f4dc9c22f746488ff272c67a14358bc7,2836,Bacillariophyta,phylum,0.9998,NA,Bacillariophyta,NA,NA,NA,NA,NA
329090d077f862ed845b9dd5a7de2905464cd903,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
586b5ccb86e1266dc4fbddeda2488b846b14c3b8,116571,Podoplea,superorder,0.9229,Metazoa,Arthropoda,Hexanauplia,NA,NA,NA,NA
b92730efa8a5cd64921c3bdadb0e97cea040a4ea,2759,Eukaryota,superkingdom,0.9998,NA,NA,NA,NA,NA,NA,NA
715b15172975ac5a2baf00514000ffdd3f88b237,1,root,no rank,NA,NA,NA,NA,NA,NA,NA,NA
8647a587597a7af76d37057ad104d6aace8702dd,1779155,Clionaida,order,0.9806,Metazoa,Porifera,Demospongiae,Clionaida,NA,NA,NA
eb2836b7bee247fb8e3fade0b8122212ab61a1da,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
b893e167ac963c12afffe38f6e05d06218eb07bf,2759,Eukaryota,superkingdom,0.915,NA,NA,NA,NA,NA,NA,NA
f25e5a2bcf228cabf78df6466d42e0a454dfb898,33634,Stramenopiles,no rank,0.9156,NA,NA,NA,NA,NA,NA,NA
6da6b9756ee8c23e63db3e6a00a71c8f8d183875,2759,Eukaryota,superkingdom,0.9973,NA,NA,NA,NA,NA,NA,NA
a1fbc2578cf8b5b24f5ceb31e22a9f9fb2130488,2759,Eukaryota,superkingdom,0.95,NA,NA,NA,NA,NA,NA,NA
bccac54ad7babc9191848eab06023ee35501cc72,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
0199105c198ba4c1ff1ac9638e4a76a841a9ce97,2836,Bacillariophyta,phylum,0.9994,NA,Bacillariophyta,NA,NA,NA,NA,NA
1224da688c3d6f0161bb02af5104f978c7e6348c,2759,Eukaryota,superkingdom,0.9839,NA,NA,NA,NA,NA,NA,NA
3bbc6272a953cba6747a92517b1e0a35ea128858,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
3db64d9555a5461037307c2ce8496733496ed607,2759,Eukaryota,superkingdom,0.9999,NA,NA,NA,NA,NA,NA,NA
3fc3e88dd10e6afa3a83c0628f62fc0e2d060b95,2924,Alexandrium,genus,NA,NA,NA,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,NA
4017ea62f5dabfdd409969643823c17b6c3a0e0c,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
4178d3e55cb5a4bb27bef0c8b478b3bb7b9dabba,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
51cb5da5a0256192175a120c157b2c48d69c55a6,2759,Eukaryota,superkingdom,0.9999,NA,NA,NA,NA,NA,NA,NA
5b23bdd74572badafd20d53d8f98fc2d6ae8d5ef,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
64ea39f82f15850a00dcfe5064857ee9926c970d,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
7a172f547008e94b5d1eb28ac0d62154b73d3617,2759,Eukaryota,superkingdom,0.9999,NA,NA,NA,NA,NA,NA,NA
7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,6833,Calanoida,order,0.9337,Metazoa,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA
9ba84255da188b331a6f528376f6ea80a426b346,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
9c09a763d6c811768737dd27009813b61564de01,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
b303f87de05e0458b9be7cc94c55bd09c590a9a0,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
b8fa6b69798c0a1b93eefe0efd297cca3a7ece98,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
b985bd256d8d431d64480963abbd05efc83a1ded,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
c86edf42afe1847e481b41dc9d0c5e33829cb6c6,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
d780125a74a2dff77d702279c705d3515c54dd4f,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
e5161e0442a32475dc05ba2d3a1cbd430f4a2035,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
eacbdd48ee908eb92a0c864e2d7419177f0a29a2,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
ee8e68641ac8ab35b03b53f4e2e094931d309cbf,131567,cellular organisms,no rank,1,NA,NA,NA,NA,NA,NA,NA
f7ebd27ed258b0516f0d745e6d2858d95216b306,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
b0b0afc6d32769b2bf43f5752f867a0daeb875c0,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
00c4eafe11bed92f48cb5aa74fe304b6c21235d3,2759,Eukaryota,superkingdom,0.9981,NA,NA,NA,NA,NA,NA,NA
48b345dbad575ca43b286f87fc25b9cc88b1c431,2759,Eukaryota,superkingdom,0.9967,NA,NA,NA,NA,NA,NA,NA
64b81e9dec0da4bc1f584824bad979734f5782b6,2759,Eukaryota,superkingdom,0.9988,NA,NA,NA,NA,NA,NA,NA
6d63c9ed1940f0b14e328753c73d19be49dbc07a,6548,Mytilus,genus,NA,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,NA
00dbbf878542ee432f04fadc166aa9faacbfd65c,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
4e78655338655894401bf7eb1efee55c1451314d,2759,Eukaryota,superkingdom,0.9338,NA,NA,NA,NA,NA,NA,NA
5e32e4cddfd0f7999aade04f5563f5405242d02b,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
66eeff81e5005caf14261abba19657a265011fcc,2836,Bacillariophyta,phylum,1,NA,Bacillariophyta,NA,NA,NA,NA,NA
864ce2e80c32516de7e2c63bc515d53ace5a2163,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
a0b92f52b88ef73b1dadcec68f9194104b5fae9f,2759,Eukaryota,superkingdom,0.9995,NA,NA,NA,NA,NA,NA,NA
bb2809beac4b0e844070fb7dcd7c5a6c13504c67,46599,Spionidae,family,0.9918,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,NA,NA
66ad0c655a0a258a6a2c30e08df0c0361789ab02,1,root,no rank,1,NA,NA,NA,NA,NA,NA,NA
918b198bd0ee2fb37ee068ce0a751d50bd4153ff,2759,Eukaryota,superkingdom,0.989,NA,NA,NA,NA,NA,NA,NA
9c679a0edb590892a85e8b42b527cf2c3180845b,2759,Eukaryota,superkingdom,1,NA,NA,NA,NA,NA,NA,NA
